STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2013/7/31,72,60,82,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/1,71,63,80,6.26,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/2,73,66,84,5.82,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/3,72,65,78,8.72,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/4,71,57,81,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/5,68,57,78,6.93,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/6,67,54,80,5.14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/7,68,56,78,6.71,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/8,72,67,81,9.84,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/9,74,72,76,11.18,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/10,76,64,84,8.5,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/11,70,57,80,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/12,71,64,81,4.47,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/13,69,64,73,3.58,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/14,68,60,74,10.29,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/15,67,56,77,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/16,68,55,79,5.82,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/17,70,59,82,3.13,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/18,68,60,79,3.58,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/19,70,59,82,8.5,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/20,75,64,86,4.92,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/21,77,66,89,5.82,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/22,74,67,84,6.71,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/23,74,65,80,6.93,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/24,69,57,77,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/25,67,55,82,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/26,71,66,81,9.84,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/27,73,67,81,4.25,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/28,73,63,84,4.25,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/29,67,61,70,10.51,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/30,67,60,80,7.16,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/8/31,74,70,80,8.28,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/1,75,70,82,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/2,73,69,76,6.26,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/3,72,63,78,5.14,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/4,69,59,79,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/5,67,56,74,7.16,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/6,60,50,70,5.37,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/7,62,49,77,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/8,69,54,79,10.29,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/9,59,48,68,6.04,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/10,65,56,74,8.95,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/11,77,68,92,7.38,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/12,76,69,84,10.29,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/13,72,61,79,6.04,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/14,63,53,70,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/15,59,49,71,4.25,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/16,60,49,69,7.61,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/17,54,44,63,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/18,56,44,71,5.59,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/19,62,49,81,4.92,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/20,63,49,77,4.7,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/21,63,53,75,8.72,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/22,68,52,72,9.62,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/23,56,48,65,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/24,55,43,68,8.05,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/25,58,46,70,5.37,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/26,59,52,66,4.25,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/27,59,50,67,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/28,60,48,74,4.03,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/29,57,46,69,3.36,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/9/30,59,51,70,5.59,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/1,62,47,78,4.25,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/2,68,56,81,8.05,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/3,66,52,79,4.7,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/4,60,52,69,3.36,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/5,62,57,71,2.68,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/6,61,57,61,5.82,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/7,65,58,76,11.41,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/8,63,50,68,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/9,55,48,64,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/10,56,50,67,9.62,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/11,60,52,69,10.07,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/12,58,52,69,11.41,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/13,55,44,62,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/14,50,38,62,2.68,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/15,55,42,70,3.13,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/16,56,47,63,5.37,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/17,60,52,71,6.04,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/18,64,47,69,9.4,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/19,54,43,65,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/20,57,43,64,7.16,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/21,52,41,67,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/22,55,43,71,6.26,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/23,48,40,51,4.03,10.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,2013/10/24,46,38,55,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/25,44,32,52,6.71,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/26,42,31,56,10.07,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/27,50,33,58,7.61,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2013/10/28,45,32,61,7.83,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/29,44,35,53,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/30,44,35,58,1.57,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/10/31,50,37,65,8.28,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/1,65,60,70,17,35.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/2,58,52,66,3.58,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/3,48,34,54,10.51,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/4,37,28,45,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/5,37,25,50,2.68,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/6,46,37,61,6.49,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/7,57,40,65,9.84,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/8,42,33,49,10.51,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/9,38,29,46,6.26,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/10,47,40,59,7.16,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/11,45,39,53,9.62,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/12,42,28,52,10.07,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/13,31,24,38,8.28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/14,37,26,53,9.4,18.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,2013/11/15,47,33,60,6.49,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/16,47,36,61,4.47,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/17,46,35,58,3.36,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/18,60,49,66,11.63,30,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/19,45,32,50,13.42,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/20,35,25,43,7.16,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/21,34,24,48,2.24,8.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2013/11/22,45,40,52,3.36,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/23,46,31,51,12.53,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/24,27,21,31,19.01,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/25,25,18,34,8.5,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/26,37,34,45,5.82,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/27,52,37,63,16.55,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/28,35,25,38,13.42,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/29,30,22,37,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/11/30,26,18,34,4.03,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/1,36,31,45,3.58,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/2,39,35,44,3.8,8.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/3,40,35,51,6.49,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/4,39,32,50,2.24,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/5,41,34,55,2.91,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/6,53,37,57,7.16,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/7,38,30,41,8.28,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/8,30,23,32,4.47,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/9,33,27,40,6.93,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/10,34,25,36,5.82,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/11,27,21,31,8.95,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/12,25,15,27,8.05,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/13,23,16,33,8.95,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/14,19,14,30,10.51,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/15,31,24,37,9.17,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/16,27,14,30,7.83,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/17,17,9,24,6.93,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/18,26,20,34,10.29,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/19,32,25,45,8.72,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/20,40,28,53,2.91,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/21,47,39,59,7.61,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/22,59,44,64,12.08,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/23,42,36,44,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/24,37,28,42,9.84,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/25,24,18,28,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/26,27,21,36,5.37,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/27,30,25,37,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/28,35,23,50,7.61,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/29,36,28,48,6.04,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/30,38,20,41,9.84,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2013/12/31,22,16,28,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/1,23,18,30,5.82,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/2,22,5,24,14.99,28,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/3,9,2,17,16.11,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/4,10,-3,28,5.37,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/5,24,13,45,2.01,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/6,46,28,59,13.87,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/7,20,7,29,14.76,25.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/8,12,6,24,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/9,21,14,31,5.59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/10,23,14,35,0.22,6,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/11,44,34,60,13.2,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/12,48,34,53,12.97,25.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/13,38,28,51,8.05,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/14,47,44,51,7.38,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/15,41,30,46,3.58,11,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/16,38,34,42,2.01,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/17,39,31,46,4.7,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/18,35,31,37,4.92,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/19,33,29,37,13.2,23.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2014/1/20,37,28,45,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/21,23,12,28,12.3,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/22,12,7,19,15.21,25.9,,,,,,,,,1,,,,,,,,,,,
USW00014765,2014/1/23,11,2,20,8.95,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/24,12,7,18,10.07,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/25,24,11,38,14.09,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/26,22,16,25,11.41,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/27,32,20,49,12.08,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/28,19,12,21,8.95,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/29,18,14,25,6.93,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/30,18,7,28,6.04,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/1/31,29,17,45,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/1,37,30,43,4.7,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/2,41,32,55,4.7,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/3,37,27,42,8.95,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/4,28,17,34,3.8,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/5,29,25,33,9.4,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/6,25,19,29,4.92,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/7,22,14,31,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/8,22,11,31,3.36,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/9,26,22,33,5.82,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/10,25,17,29,8.95,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/11,19,16,25,8.5,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/12,17,7,25,4.03,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/13,27,22,36,15.66,36.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/14,35,30,38,13.2,33.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/15,31,23,35,9.62,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/16,28,23,32,13.42,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/17,23,13,30,10.07,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/18,23,10,38,7.61,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/19,29,14,39,5.37,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/20,38,34,49,7.38,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/21,36,34,51,6.71,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/22,42,30,48,11.18,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/23,43,31,50,4.25,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/24,37,23,42,13.42,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/25,25,19,31,9.84,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/26,23,15,31,7.83,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/27,20,9,30,9.84,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/2/28,17,9,26,8.28,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/1,20,8,36,6.71,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/2,34,31,37,6.93,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/3,27,15,33,10.51,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/4,19,10,29,6.04,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/5,27,20,33,9.4,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/6,22,12,30,8.28,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/7,25,12,39,5.82,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/8,40,28,59,6.93,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/9,39,32,43,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/10,36,31,46,6.71,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/11,44,32,62,6.49,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/12,46,39,54,8.05,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/13,30,15,40,16.55,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/14,24,12,38,10.51,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/15,44,37,59,11.18,28,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/16,35,27,39,12.3,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/17,26,18,33,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/18,28,17,43,7.16,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/19,33,22,45,7.16,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/20,42,36,53,10.74,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/21,40,31,45,12.53,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/22,40,24,60,11.18,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/23,38,27,45,10.29,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/24,27,17,34,10.29,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/25,28,17,37,6.93,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/26,31,24,37,22.82,44.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/27,30,20,46,11.41,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/28,43,33,57,11.63,30,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/29,46,37,54,8.5,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/30,43,36,46,14.32,28,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/3/31,37,35,40,14.99,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/1,42,35,54,10.74,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/2,43,31,54,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/3,46,33,62,7.16,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/4,42,38,52,8.05,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/5,44,37,55,12.08,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/6,43,30,59,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/7,46,35,53,6.49,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/8,51,46,62,10.51,25.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/9,51,39,61,11.63,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/10,46,30,56,11.41,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/11,54,48,71,8.05,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/12,57,47,70,8.5,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/13,53,42,65,10.74,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/14,62,57,72,18.34,36.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/15,60,39,66,21.47,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/16,42,32,47,12.97,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/17,38,31,46,12.75,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/18,39,30,50,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/19,49,36,65,10.07,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/20,48,38,56,8.05,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/21,46,33,60,7.83,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/22,53,41,70,8.5,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/23,51,47,56,11.18,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/24,50,42,60,18.57,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/25,52,43,61,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/26,46,43,48,4.92,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/27,47,43,55,8.5,18.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,2014/4/28,49,41,60,10.74,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/29,45,41,48,13.87,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/4/30,43,41,47,8.28,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/1,54,47,66,8.72,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/2,58,49,67,8.72,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/3,57,42,70,9.4,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/4,58,50,65,15.66,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/5,56,49,65,10.74,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/6,56,45,65,8.95,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/7,56,43,66,9.17,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/8,55,43,63,4.47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/9,55,53,62,5.37,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/10,65,57,79,11.18,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/11,69,56,80,10.74,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/12,69,52,82,9.84,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/13,60,46,64,12.3,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/14,53,45,65,6.93,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/15,63,56,71,10.07,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/16,63,60,66,14.32,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/17,66,56,76,10.96,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/18,60,52,69,8.28,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/19,60,51,67,9.84,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/20,62,50,77,8.95,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/21,59,46,73,6.04,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/22,56,53,61,4.92,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/23,59,53,65,5.82,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2014/5/24,58,53,66,8.72,18.1,,,,,,,,,,,,,,,,,,,,
